#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes,R10 Opus-Wave10 Grade,R10 Opus-Wave10 Notes
1363,_mesh_bridge.py,_cluster_vertices,994,,,,,,,,,,,A,,validated by test_mesh_bridge_lod_helpers.py: uniform-grid clustering remap and max displacement error.,UE-style LOD vertex clustering primitive,Produces compact remap and geometric error bound for LOD metadata.,Uniform grid simplifier is coarse versus QEM/Nanite-grade decimation.,Use for fallback LODs; prefer QEM chain where available.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed mesh bridge LOD helper -> direct behavior tests in test_mesh_bridge_lod_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1364,_mesh_bridge.py,_make_billboard_spec,1051,,,,,,,,,,,A,,validated by test_mesh_bridge_lod_helpers.py: cross-billboard vertices/faces/UVs/AABB metadata/error.,Foliage/prop billboard LOD primitive,Generates UV-atlas-compatible crossed cards with switch-distance and culling metadata.,Pure geometric card spec; real material atlas render still needs Blender runtime.,Run live Blender impostor bake visual test.,important,,,,,,,,,A|2026-04-23 Phase-D: R9 note describes canonical AAA behavior (citation or verified runtime contract); grade A- -> A (no code change required); A-|2026-04-24: evidence-backed mesh bridge LOD helper -> direct behavior tests in test_mesh_bridge_lod_helpers.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1365,terrain_asset_metadata.py,AABB.size_x,77,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_aabb_properties_are_physical_metrics: width = max_x-min_x.,Asset bounds metric,Correct local-space X extent for collision/LOD sizing.,No oriented bounds support.,Keep AABB property regression.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1366,terrain_asset_metadata.py,AABB.size_y,81,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_aabb_properties_are_physical_metrics: depth = max_y-min_y.,Asset bounds metric,Correct local-space Y extent for collision/LOD sizing.,No oriented bounds support.,Keep AABB property regression.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1367,terrain_asset_metadata.py,AABB.size_z,85,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_aabb_properties_are_physical_metrics: height = max_z-min_z.,Asset bounds metric,Correct local-space Z extent for terrain placement and screen height.,No transform application.,Keep AABB property regression.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1368,terrain_asset_metadata.py,AABB.diagonal,89,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_aabb_properties_are_physical_metrics: Euclidean space diagonal.,Asset size classification metric,Correct diagonal for size buckets and LOD heuristics.,AABB diagonal can overestimate elongated rotated assets.,Add OBB if placement quality demands it.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1369,terrain_asset_metadata.py,AABB.volume,94,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_aabb_properties_are_physical_metrics: non-negative extent product.,Asset collision/clearance metric,Correctly clamps negative extents to zero via max guards.,Invalid inverted bounds should be separately validated.,Add bounds validity warning if needed.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1370,terrain_asset_metadata.py,AABB.center,98,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_aabb_properties_are_physical_metrics: midpoint center tuple.,Asset placement pivot metric,Correct center for scatter clearance and camera-relative scoring.,Local-space only.,Keep property regression.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1371,terrain_asset_metadata.py,AssetContextRuleExt.blended_score,407,,,,,,,,,,,A,,validated by test_bundle_egjn_supplements.py::test_blended_score_clamps_inputs_and_blends_camera_affinity.,Camera-aware asset placement score,Clamps viability/camera affinity and preserves base score when camera weight is zero.,Simple linear blend; not a full composition model.,Pair with live viewport saliency scoring.,important,,,,,,,,,A|2026-04-24: evidence-backed asset metadata helper -> direct behavior tests in test_bundle_egjn_supplements.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1372,terrain_quality_profiles.py,_validate_profile_schema,68,,,,,,,,,,,A,,validated by test_bundle_bcd_supplements.py::test_quality_profile_schema_requires_runtime_keys: accepts full runtime schema and rejects missing keys.,Quality profile JSON contract guard,Prevents incomplete terrain quality presets from reaching MCP/tooling.,Schema is required-key only; type validation remains dataclass-side.,Keep schema tests alongside JSON export tests.,important,,,,,,,,,A|2026-04-24: evidence-backed quality profile helper -> direct behavior tests in test_bundle_bcd_supplements.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1373,terrain_quality_profiles.py,_is_power_of_two,88,,,,,,,,,,,A,,validated by test_bundle_bcd_supplements.py::test_quality_profile_resolution_helpers: accepts powers of two and rejects zero/non-powers.,Texture resolution validator primitive,Correct bitwise power-of-two predicate for texture profile validation.,Integer-only helper.,Keep boundary tests.,important,,,,,,,,,A|2026-04-24: evidence-backed quality profile helper -> direct behavior tests in test_bundle_bcd_supplements.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1374,terrain_quality_profiles.py,_is_heightmap_resolution,92,,,,,,,,,,,A,,validated by test_bundle_bcd_supplements.py::test_quality_profile_resolution_helpers: enforces Unity terrain 2^n+1 heightmap sizes.,Unity/terrain heightmap resolution validator,Correctly routes through power-of-two n-1 predicate.,Does not cap max resolution by itself.,Keep profile dataclass validation for bounds.,important,,,,,,,,,A|2026-04-24: evidence-backed quality profile helper -> direct behavior tests in test_bundle_bcd_supplements.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1375,terrain_quality_profiles.py,list_quality_profiles_canonical,836,,,,,,,,,,,A,,validated by test_bundle_bcd_supplements.py::test_list_quality_profiles_canonical_order: canonical quality tiers are quality-ascending.,Quality tier discovery API,Stable canonical profile ordering for new tooling.,Legacy alias list remains separate.,Keep canonical and legacy list tests paired.,important,,,,,,,,,A|2026-04-24: evidence-backed quality profile helper -> direct behavior tests in test_bundle_bcd_supplements.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1376,terrain_budget_enforcer.py,BudgetReport.as_dict,115,,,,,,,,,,,A,,validated by test_terrain_deep_qa.py::test_budget_report_as_dict_serializes_nested_budget_fields: nested LOD/material/scatter/npz/hero fields serialize predictably.,AAA budget report serializer,Stable JSON-safe budget payload for live-test performance gating.,No schema version field yet.,Add schema version before external API freeze.,important,,,,,,,,,A|2026-04-24: evidence-backed budget enforcer callable -> direct behavior tests in test_terrain_deep_qa.py,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1377,terrain_budget_enforcer.py,resolve_budget,174,,,,,,,,,,,A,,validated by test_terrain_deep_qa.py::test_budget_resolve_uses_quality_profile_defaults: quality_profile maps to runtime budget ceilings.,Runtime quality-profile budget resolver,Connects profile selection to enforceable triangle/material/scatter/NPZ limits.,Falls back to defaults on invalid profile.,Keep fallback and profile mapping tests.,important,,,,,,,,,A|2026-04-24: evidence-backed budget enforcer callable -> direct behavior tests in test_terrain_deep_qa.py,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1378,terrain_addon_health.py,_import_addon_package,118,,,,,,,,,A-,,,,validated by test_live_tooling_runtime_helpers.py::test_import_addon_package_returns_live_terrain_package: resolves the live veilbreakers_terrain addon package without invalid __init__ relative imports.,Addon reload/import health primitive,Correct package import surface for stale-addon and forced-reload tooling.,Headless import evidence only; Blender addon enable cycle still needs live runtime check.,Run force reload inside Blender once executable is available.,important,,,,,,,,,A-|2026-04-24: evidence-backed addon import helper -> direct package import contract covered,A,HELPER_REACHABLE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy.",,
1379,terrain_hierarchy.py,FeatureTier.from_str,35,,,,,,,,,A-,,,,validated by test_live_tooling_runtime_helpers.py::test_feature_tier_from_str_normalizes_case_and_defaults_secondary: trims/case-normalizes known tiers and preserves legacy secondary fallback.,Feature-tier authoring parser,Stable parser for MCP/JSON tier inputs.,Unknown tiers still downgrade silently for compatibility; warnings would be stronger author feedback.,Add warning or strict mode before external authoring freeze.,polish,,,,,,,,,A-|2026-04-24: evidence-backed feature tier parser -> direct normalization/default tests covered,C+,NO_WIRING_ROW|MISSING_AST,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST.",,
1380,terrain_hot_reload.py,reload_biome_rules,74,,,,,,,,,A-,,,,validated by test_live_tooling_runtime_helpers.py::test_reload_biome_rules_and_reload_material_rules_report_successes: iterates real veilbreakers_terrain biome module list and returns successes only.,Blender terrain iteration hot-reload entrypoint,No dead blender_addon package prefix; failures are filtered and logged by _safe_reload.,"Polling/reload utility, not filesystem event observer.",Add watchdog-style debounce if live authoring requires automatic event watching.,important,,,,,,,,,A-|2026-04-24: evidence-backed biome hot-reload callable -> package-list and success filtering covered,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
1381,terrain_hot_reload.py,reload_material_rules,84,,,,,,,,,A-,,,,validated by test_live_tooling_runtime_helpers.py::test_reload_biome_rules_and_reload_material_rules_report_successes: iterates material module list and returns successful reload names.,Blender material iteration hot-reload entrypoint,Material rule reload path uses current repo package names and deterministic success contract.,Does not prove live Blender material datablock refresh.,Pair with live material viewport reload test.,important,,,,,,,,,A-|2026-04-24: evidence-backed material hot-reload callable -> package-list and success filtering covered,B-,TEST_ONLY_OR_UNWIRED,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped B-: direct tests or definitions exist, but runtime wiring is not proven by scanner.",,
