#,File,Function,Line,R1: Opus 4.6,R1: Codex (gpt-5-codex),R1: Gemini 3.1 Pro Preview,R1 Consensus,R2 Verified Grade,R2 Verdict,R3 Grade,R3 Agrees With,R4 Grade,R4 Agrees With,FINAL GRADE,Dispute Reason,Evidence,AAA Equivalent,Strength,Weakness,Upgrade,Severity,R5 Opus 4.7 Grade,R5 Agrees With,R5 Notes,R6 Opus 4.7 wave-2 Grade,R6 Agrees With,R6 Notes,R7 MCP Verdict,R8 Deep Dive Verdict,R9 Phase7-14 Consensus,R10 GPT-5.5 AAA Regrade,R10 Verification Status,R10 Notes
960,procedural_meshes.py,generate_grinding_wheel_mesh,11664,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: grinding/sharpening wheel.," Skyrim grindstone is ~2k tris with stone-grit normal map, wood frame with mortise visible, water in trough.", grinding/sharpening wheel.,," fix axle transform (just translate, don't swap axes), add water mesh in trough (flat quad with refraction material), foot crank arm to pedal, grit detail on wheel rim via displacement map, mortise-an",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
961,procedural_meshes.py,generate_loom_mesh,11726,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: weaving loom frame.," Witcher 3 cottage loom has carved scrollwork on uprights, tied-off woven cloth in progress, shuttle on bench, foot-treadle ropes (rope geometry, not boxes).", weaving loom frame.,," thread cylinders not boxes, partial cloth grid extruded between heddle and cloth-beam, hanging shuttle, tied warp ends with rope mesh, 4-6k tris.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
962,procedural_meshes.py,generate_market_stall_mesh,11786,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,"Claims: vendor market stall, width, canopy."," Witcher 3 Novigrad market stall is 6-10k tris with hanging cloth wrinkles, stacked produce, weighing scale, lantern. The sag-quad approach here is a reasonable starting blockout."," vendor market stall, `width`, `canopy`.",," continue canopy fabric down into valance with vertex-shader wave, add hanging beads, scattered produce, awning rope ties, hanging lantern. 8-12k tris.",polish,—,—,—,B,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
963,procedural_meshes.py,generate_signpost_mesh,11879,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: directional signpost with 1-4 arms.," Witcher 3 / Skyrim signposts have wood-grain normal map, hand-painted route names baked into base color, iron nails attaching arms, weathered cracks. ~1k tris each.", directional signpost with 1-4 arms.,," drop the re-map; instead build the arm as a single extruded silhouette polygon with pointed end via 5-vertex profile. Add nail spheres at attachment, hanging chain on lower arms, painted destination ",important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
964,procedural_meshes.py,generate_gravestone_mesh,11938,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: 4 styles — cross / rounded / obelisk / fallen_broken.," Bloodborne / Elden Ring gravestones are 3-5k tris with carved relief, moss patches, cracked surface displacement.", 4 styles — cross / rounded / obelisk / fallen_broken.,," for `rounded` style, lathe a U profile (or extrude an arch polygon). For all styles, add carved-cross-relief / runes / moss patches as displacement. ~3k tris each.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
965,procedural_meshes.py,generate_waystone_mesh,12028,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: runic waypoint marker.," Skyrim word-walls / standing stones are 4-8k tris with carved runic relief, glowing emissive runes, moss displacement.", runic waypoint marker.,," carved rune ribbon as displacement strip on each band, emissive material strip for runes, weathered chip on cap, glow particle attach point. 3-5k tris.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
966,procedural_meshes.py,generate_milestone_mesh,12075,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: road distance marker stone., Roman miliarium / Witcher way-marker = 1-2k tris with chiseled-in distance text via UV island., road distance marker stone.,," fix arch with lathe, add carved Roman numerals as UV island (substance designer text), weathered chips, moss base. 1-2k tris.",important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
967,procedural_meshes.py,generate_stalactite_mesh,12119,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: ceiling stalactite formation.," Megascans cave stalactite scans are 4-8k tris with sub-mm calcite layering, drip residue normal maps, wet-look subsurface scattering. This blockout has correct silhouette but no surface detail.", ceiling stalactite formation.,," accept `seed` param, add subdiv noise displacement on lathe surface, drip-tip droplet sphere, calcite ridge band, wet shader hint. 4-6k tris.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
968,procedural_meshes.py,generate_stalagmite_mesh,12175,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: floor stalagmite., same as above., floor stalagmite.,," parameter `seed`, displacement noise, droplet pool at base. 4-6k tris.",polish,—,—,—,B-,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
969,procedural_meshes.py,generate_bone_pile_mesh,12229,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: scattered bone pile.," Megascans bone scans / Doom Eternal bone piles use single sculpted cluster mesh with 8-15k tris and proper per-bone normal direction. A pile of cylinders with no femur head, no rib curvature, no skul", scattered bone pile.,," use proper bone sub-shapes (femur, rib arc, skull, vertebra) as preset profiles, add ground patina, integrate with `generate_skeletal_frame` parts. 6-12k tris.",important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
970,procedural_meshes.py,generate_nest_mesh,12282,—,—,—,—,—,—,—,—,—,—,N/A (SCOPE),,Claims: nest with 3 styles — bird_sticks / spider_web / dragon_bones.," SpeedTree / Megascans bird nest is a wovern weave of 100+ overlapping curved twigs with binding fiber, bird-down lining. Spider webs in AAA games (Witcher 3 Crones cave) use alpha-card geometry with ", nest with 3 styles — bird_sticks / spider_web / dragon_bones.,," for spider_web, use alpha-quad geometry (radial spokes + spiral strands as flat planes); for bird, use bezier-curved twigs not straight cylinders; for dragon, varied bone shapes. 6-15k tris.",important,—,—,—,C+,NEW,[SCOPE: procedural_meshes — flagged for repo relocation per Conner 2026-04-16],,"SCOPE_EXEMPT: procedural_meshes.py (22,607 lines) is scope contamination in terrain repo — flagged for relocation to separate assets module. Terrain pipeline grades not applicable until relocated.",SCOPE_EXEMPT|procedural_meshes.py is 22607-line scope contamination flagged for relocation; terrain pipeline grades not applicable,C+,NO_WIRING_ROW|MISSING_AST|UNTRACKED_FILE,"R10 carried forward from latest historical grade, then capped by current wiring/evidence policy. Capped C+: callable was not present in the latest wiring-audit row set. Capped C+: callable/class not found in current handler AST. Capped C+: implementation file is not tracked by git."
